"","PassengerId","Survived","Pclass","Sex","Age","Ticket","Fare","Cabin","Cab"
"820",820,0,3,"male",10,"347088",27.9,"B96 B98","C"
"821",821,1,1,"female",52,"12749",93.5,"B69","B"
"822",822,1,3,"male",27,"315098",8.6625,"B96 B98","C"
"823",823,0,1,"male",38,"19972",0,"B96 B98","C"
"824",824,1,3,"female",27,"392096",12.475,"E121","E"
"825",825,0,3,"male",2,"3101295",39.6875,"B96 B98","C"
"826",826,0,3,"male",29.6991176470588,"368323",6.95,"B96 B98","C"
"827",827,0,3,"male",29.6991176470588,"1601",56.4958,"B96 B98","C"
"828",828,1,2,"male",1,"S.C./PARIS 2079",37.0042,"B96 B98","C"
"829",829,1,3,"male",29.6991176470588,"367228",7.75,"B96 B98","C"
"830",830,1,1,"female",62,"113572",80,"B28","B"
"831",831,1,3,"female",15,"2659",14.4542,"B96 B98","C"
"832",832,1,2,"male",0.83,"29106",18.75,"B96 B98","C"
"833",833,0,3,"male",29.6991176470588,"2671",7.2292,"B96 B98","C"
"834",834,0,3,"male",23,"347468",7.8542,"B96 B98","C"
"835",835,0,3,"male",18,"2223",8.3,"B96 B98","C"
"836",836,1,1,"female",39,"PC 17756",83.1583,"E49","E"
"837",837,0,3,"male",21,"315097",8.6625,"B96 B98","C"
"838",838,0,3,"male",29.6991176470588,"392092",8.05,"B96 B98","C"
"839",839,1,3,"male",32,"1601",56.4958,"B96 B98","C"
"840",840,1,1,"male",29.6991176470588,"11774",29.7,"C47","C"
"841",841,0,3,"male",20,"SOTON/O2 3101287",7.925,"B96 B98","C"
"842",842,0,2,"male",16,"S.O./P.P. 3",10.5,"B96 B98","C"
"843",843,1,1,"female",30,"113798",31,"B96 B98","C"
"844",844,0,3,"male",34.5,"2683",6.4375,"B96 B98","C"
"845",845,0,3,"male",17,"315090",8.6625,"B96 B98","C"
"846",846,0,3,"male",42,"C.A. 5547",7.55,"B96 B98","C"
"847",847,0,3,"male",29.6991176470588,"CA. 2343",69.55,"B96 B98","C"
"848",848,0,3,"male",35,"349213",7.8958,"B96 B98","C"
"849",849,0,2,"male",28,"248727",33,"B96 B98","C"
"850",850,1,1,"female",29.6991176470588,"17453",89.1042,"C92","C"
"851",851,0,3,"male",4,"347082",31.275,"B96 B98","C"
"852",852,0,3,"male",74,"347060",7.775,"B96 B98","C"
"853",853,0,3,"female",9,"2678",15.2458,"B96 B98","C"
"854",854,1,1,"female",16,"PC 17592",39.4,"D28","D"
"855",855,0,2,"female",44,"244252",26,"B96 B98","C"
"856",856,1,3,"female",18,"392091",9.35,"B96 B98","C"
"857",857,1,1,"female",45,"36928",164.8667,"B96 B98","C"
"858",858,1,1,"male",51,"113055",26.55,"E17","E"
"859",859,1,3,"female",24,"2666",19.2583,"B96 B98","C"
"860",860,0,3,"male",29.6991176470588,"2629",7.2292,"B96 B98","C"
"861",861,0,3,"male",41,"350026",14.1083,"B96 B98","C"
"862",862,0,2,"male",21,"28134",11.5,"B96 B98","C"
"863",863,1,1,"female",48,"17466",25.9292,"D17","D"
"864",864,0,3,"female",29.6991176470588,"CA. 2343",69.55,"B96 B98","C"
"865",865,0,2,"male",24,"233866",13,"B96 B98","C"
"866",866,1,2,"female",42,"236852",13,"B96 B98","C"
"867",867,1,2,"female",27,"SC/PARIS 2149",13.8583,"B96 B98","C"
"868",868,0,1,"male",31,"PC 17590",50.4958,"A24","A"
"869",869,0,3,"male",29.6991176470588,"345777",9.5,"B96 B98","C"
"870",870,1,3,"male",4,"347742",11.1333,"B96 B98","C"
"871",871,0,3,"male",26,"349248",7.8958,"B96 B98","C"
"872",872,1,1,"female",47,"11751",52.5542,"D35","D"
"873",873,0,1,"male",33,"695",5,"B51 B53 B55","B"
"874",874,0,3,"male",47,"345765",9,"B96 B98","C"
"875",875,1,2,"female",28,"P/PP 3381",24,"B96 B98","C"
"876",876,1,3,"female",15,"2667",7.225,"B96 B98","C"
"877",877,0,3,"male",20,"7534",9.8458,"B96 B98","C"
"878",878,0,3,"male",19,"349212",7.8958,"B96 B98","C"
"879",879,0,3,"male",29.6991176470588,"349217",7.8958,"B96 B98","C"
"880",880,1,1,"female",56,"11767",83.1583,"C50","C"
"881",881,1,2,"female",25,"230433",26,"B96 B98","C"
"882",882,0,3,"male",33,"349257",7.8958,"B96 B98","C"
"883",883,0,3,"female",22,"7552",10.5167,"B96 B98","C"
"884",884,0,2,"male",28,"C.A./SOTON 34068",10.5,"B96 B98","C"
"885",885,0,3,"male",25,"SOTON/OQ 392076",7.05,"B96 B98","C"
"886",886,0,3,"female",39,"382652",29.125,"B96 B98","C"
"887",887,0,2,"male",27,"211536",13,"B96 B98","C"
"888",888,1,1,"female",19,"112053",30,"B42","B"
"889",889,0,3,"female",29.6991176470588,"W./C. 6607",23.45,"B96 B98","C"
"890",890,1,1,"male",26,"111369",30,"C148","C"
"891",891,0,3,"male",32,"370376",7.75,"B96 B98","C"
